iid,gender,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
224,1,32.0,Psychology,3.0,2.0,1.0,3.0,6.0,7.0,4.0,Hero,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,17.24,17.24,17.24,17.24,13.79,17.24,21.74,19.57,15.22,21.74,4.35,17.39,8.0,10.0,8.0,8.0,8.0
225,1,28.0,MBA,8.0,3.0,4.0,9.0,1.0,7.0,2.0,Consulting,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,14.71,14.71,14.71,14.71,20.59,20.59,19.51,14.63,19.51,19.51,12.2,14.63,5.0,9.0,6.0,7.0,7.0
226,1,23.0,International Business,8.0,2.0,1.0,3.0,2.0,3.0,1.0,Entertainment/Sports,6.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,25.64,17.95,15.38,20.51,10.26,10.26,19.05,16.67,19.05,11.9,19.05,14.29,10.0,10.0,10.0,10.0,10.0
227,1,26.0,Finance,8.0,2.0,7.0,7.0,2.0,6.0,3.0,corporate finance,7.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,20.0,16.0,18.0,16.0,16.0,14.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,10.0,10.0,8.0,10.0
228,1,24.0,Physics,10.0,4.0,1.0,4.0,3.0,7.0,3.0,professor,2.0,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,13.51,18.92,21.62,13.51,13.51,18.92,15.38,10.26,20.51,20.51,15.38,17.95,5.0,8.0,7.0,4.0,8.0
229,1,28.0,biomedicine,10.0,2.0,7.0,1.0,1.0,6.0,3.0,CEO in For Profit Biomedical Organization,7.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8.0,7.0,10.0,5.0,10.0
230,1,42.0,International Affairs,13.0,2.0,5.0,1.0,2.0,7.0,3.0,consulting,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6.0,6.0,6.0,6.0,6.0
231,1,30.0,International Affairs,13.0,3.0,1.0,1.0,1.0,6.0,3.0,International affairs related career,9.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8.0,8.0,9.0,8.0,3.0
232,1,31.0,International Affairs,13.0,2.0,4.0,7.0,2.0,5.0,4.0,public service,9.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8.0,8.0,8.0,8.0,6.0
233,1,29.0,Master of International Affairs,13.0,4.0,1.0,1.0,1.0,3.0,2.0,banking,7.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,14.0,20.0,18.0,16.0,14.0,18.0,14.0,20.0,14.0,18.0,16.0,18.0,7.0,8.0,7.0,8.0,8.0
234,0,22.0,Sociology and Education,3.0,6.0,1.0,5.0,3.0,7.0,3.0,Educational Policy,2.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,75.0,1.0,1.0,3.0,10.0,10.0,7.0,7.0,8.0,8.0,10.0
235,0,23.0,elementary education,9.0,2.0,3.0,1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,8.0,9.0,9.0
236,0,24.0,Biology,10.0,4.0,3.0,3.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,8.0,10.0,8.0
237,0,34.0,American Studies,7.0,2.0,10.0,1.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,8.0,7.0,8.0
238,0,27.0,Arts Administration,15.0,2.0,3.0,5.0,1.0,2.0,1.0,manage a museum or art gallery,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0,10.0,9.0,9.0,10.0,8.0
239,0,34.0,Conservation biology,10.0,2.0,6.0,6.0,2.0,6.0,3.0,Conservation training and education,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,9.0,7.0,4.0
240,0,26.0,MBA,8.0,4.0,1.0,1.0,1.0,6.0,3.0,Entertainment/Media,6.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,30.0,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0,3.0,8.0,3.0,5.0,6.0
241,0,29.0,Business,8.0,4.0,1.0,1.0,2.0,4.0,2.0,president,7.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,90.0,2.0,2.0,2.0,2.0,2.0,90.0,5.0,2.0,3.0,0.0,5.0,8.0,10.0,8.0,8.0,8.0
242,0,26.0,sociology,3.0,3.0,3.0,3.0,3.0,7.0,3.0,researcher in sociology,2.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,7.0,4.0
243,1,27.0,Japanese Literature,16.0,2.0,2.0,3.0,2.0,6.0,2.0,Professor,2.0,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0,7.0,9.0,9.0,8.0,5.0
244,1,28.0,MBA,8.0,2.0,8.0,9.0,2.0,5.0,3.0,Management Consultant,7.0,5.0,2.0,10.0,8.0,6.0,4.0,9.0,1.0,3.0,13.0,9.0,8.0,9.0,3.0,4.0,3.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,7.0,10.0,10.0,7.0,10.0
245,1,32.0,Philosophy,7.0,2.0,1.0,6.0,4.0,5.0,2.0,Academic (Law),1.0,3.0,1.0,2.0,6.0,7.0,8.0,4.0,8.0,6.0,9.0,2.0,7.0,8.0,6.0,6.0,1.0,6.0,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0,5.0,7.0,8.0,6.0,7.0
246,1,25.0,biotechnology,10.0,2.0,7.0,1.0,1.0,7.0,6.0,scientist,2.0,6.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,6.0,8.0,8.0,9.0,9.0,8.0,9.0,5.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,30.0,15.0,5.0,7.0,8.0,7.0,6.0,6.0
247,1,25.0,Earth and Environmental Science,10.0,4.0,1.0,1.0,1.0,6.0,4.0,Naturalist,2.0,5.0,4.0,7.0,1.0,3.0,2.0,9.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,20.0,30.0,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0,5.0,10.0,8.0,2.0,4.0
248,1,27.0,Business,8.0,6.0,1.0,1.0,1.0,4.0,1.0,Trader,7.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,25.0,15.0,20.0,20.0,15.0,5.0,20.0,15.0,15.0,25.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0
249,1,33.0,Finance,8.0,6.0,2.0,7.0,2.0,3.0,1.0,Wall Street Economist,7.0,7.0,9.0,1.0,10.0,8.0,6.0,1.0,1.0,6.0,10.0,7.0,3.0,8.0,8.0,5.0,4.0,1.0,22.0,22.0,15.0,15.0,5.0,21.0,15.0,15.0,25.0,10.0,25.0,10.0,7.0,9.0,10.0,7.0,7.0
250,1,25.0,Classics,6.0,6.0,1.0,1.0,4.0,2.0,1.0,"professor, poet/critic",2.0,7.0,2.0,8.0,10.0,10.0,10.0,6.0,1.0,2.0,10.0,1.0,9.0,9.0,10.0,10.0,6.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0
251,1,33.0,Philosophy (Ph.D.),7.0,6.0,2.0,2.0,6.0,4.0,1.0,Am not sure,10.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,19.0,19.0,19.0,19.0,19.0,5.0,13.0,20.0,30.0,15.0,15.0,7.0,8.0,10.0,10.0,9.0,9.0
252,0,28.0,Political Science,13.0,3.0,1.0,1.0,1.0,6.0,2.0,Professor,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,0.0,25.0,25.0,25.0,25.0,0.0,20.0,5.0,20.0,20.0,20.0,15.0,9.0,9.0,9.0,9.0,10.0
253,0,33.0,sociology,3.0,4.0,1.0,1.0,2.0,6.0,6.0,researcher/academia,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,25.0,30.0,10.0,10.0,5.0,20.0,40.0,20.0,5.0,20.0,5.0,20.0,8.0,10.0,8.0,9.0,7.0
254,0,22.0,Philosophy and Physics,7.0,2.0,8.0,3.0,2.0,6.0,2.0,academia,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,30.0,15.0,10.0,25.0,10.0,10.0,8.0,7.0,10.0,8.0,8.0
255,0,26.0,nutrition,10.0,4.0,3.0,1.0,1.0,7.0,3.0,nutrition and dental,4.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,50.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,7.0,6.0,6.0
256,0,24.0,Medicine,4.0,4.0,6.0,5.0,2.0,6.0,4.0,Physician,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,15.0,25.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0,6.0,9.0,8.0,6.0,6.0
257,0,24.0,Art Education,9.0,2.0,5.0,6.0,2.0,5.0,1.0,Art educator and Artist,2.0,7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,22.0,14.0,30.0,10.0,14.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0
258,0,25.0,MA Science Education,9.0,6.0,1.0,10.0,1.0,6.0,1.0,Teacher,2.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,7.0,35.0,20.0,20.0,5.0,13.0,50.0,8.0,9.0,17.0,5.0,11.0,6.0,10.0,9.0,8.0,5.0
259,0,25.0,Genetics,10.0,2.0,2.0,2.0,2.0,7.0,1.0,Scientist,2.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,15.0,18.0,19.0,19.0,17.0,12.0,17.0,18.0,16.0,18.0,13.0,18.0,7.0,9.0,8.0,8.0,9.0
260,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,19.0,20.0,19.0,14.0,13.0,15.0,19.0,20.0,19.0,14.0,13.0,15.0,6.0,9.0,9.0,7.0,6.0
261,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,45.0,10.0,10.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,8.0
262,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,10.0,40.0,20.0,20.0,0.0,10.0,20.0,10.0,10.0,20.0,10.0,30.0,6.0,10.0,9.0,5.0,3.0
263,0,26.0,Psychology,3.0,1.0,9.0,10.0,1.0,6.0,2.0,Who knows,10.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,20.0,20.0,20.0,10.0,20.0,10.0,50.0,30.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0
264,0,26.0,English,6.0,2.0,1.0,3.0,1.0,6.0,2.0,College Professor,2.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,15.0,15.0,25.0,20.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,7.0,9.0,8.0,5.0
265,0,32.0,Law and English Literature (J.D./Ph.D.),1.0,2.0,3.0,3.0,4.0,5.0,2.0,Professor or Lawyer,2.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,15.0,5.0,45.0,10.0,15.0,10.0,68.0,5.0,10.0,10.0,2.0,5.0,7.0,9.0,10.0,7.0,10.0
266,0,28.0,french,16.0,2.0,2.0,2.0,2.0,7.0,3.0,undecided,10.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,25.0,20.0,20.0,25.0,0.0,10.0,39.0,20.0,15.0,20.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0
267,0,26.0,Nutritiron,10.0,4.0,2.0,2.0,1.0,3.0,3.0,dietician,4.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,20.0,30.0,10.0,15.0,10.0,15.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.0,7.0,5.0,7.0
268,0,24.0,GS Postbacc PreMed,4.0,3.0,1.0,1.0,5.0,6.0,1.0,Medicine,4.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,30.0,20.0,20.0,10.0,15.0,5.0,30.0,10.0,15.0,20.0,10.0,15.0,9.0,9.0,9.0,8.0,9.0
269,0,24.0,Art History,7.0,2.0,4.0,5.0,2.0,6.0,2.0,professor,2.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,30.0,5.0,10.0,8.0,8.0,8.0,6.0,7.0
270,0,23.0,Biology,10.0,4.0,2.0,4.0,2.0,5.0,1.0,Researcher,2.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,16.0,16.0,19.0,17.0,14.0,18.0,19.0,13.0,17.0,19.0,16.0,16.0,5.0,4.0,8.0,7.0,6.0
271,0,23.0,Social Work,11.0,2.0,10.0,9.0,2.0,4.0,1.0,Social Work,11.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,10.0,15.0,40.0,15.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
272,0,25.0,Social Work,11.0,2.0,10.0,10.0,2.0,4.0,1.0,Social Work,11.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,25.0,20.0,25.0,25.0,5.0,0.0,40.0,10.0,10.0,30.0,10.0,0.0,9.0,10.0,9.0,10.0,10.0
273,1,29.0,chemistry,10.0,2.0,8.0,4.0,2.0,5.0,2.0,research position in pharmaceutical industry,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,30.0,25.0,18.0,18.0,4.0,5.0,17.0,15.0,23.0,20.0,15.0,10.0,7.0,10.0,7.0,5.0,7.0
274,1,24.0,Sociology,3.0,3.0,3.0,3.0,3.0,4.0,2.0,academia,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,30.0,10.0,20.0,20.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,5.0,7.0,7.0,9.0,10.0,9.0
275,1,21.0,Operations Research,5.0,2.0,1.0,1.0,2.0,4.0,3.0,Investment Banking,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,15.0,20.0,15.0,15.0,25.0,10.0,7.0,10.0,6.0,10.0
276,1,26.0,Molecular Biology,10.0,2.0,7.0,3.0,2.0,4.0,1.0,Academia,2.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,24.0,16.0,28.0,14.0,8.0,10.0,25.0,18.0,11.0,18.0,23.0,5.0,7.0,6.0,10.0,7.0,8.0
277,1,25.0,Genetics & Development,10.0,2.0,1.0,1.0,1.0,7.0,5.0,Professor,2.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,60.0,20.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,4.0,8.0,8.0,8.0,5.0
278,1,32.0,medical informatics,5.0,2.0,1.0,1.0,1.0,3.0,1.0,research/academia,2.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,25.0,15.0,20.0,25.0,10.0,5.0,25.0,15.0,20.0,25.0,10.0,5.0,8.0,8.0,8.0,8.0,8.0
279,1,25.0,Biology,10.0,2.0,7.0,1.0,3.0,4.0,2.0,Scientist,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,27.0,15.0,28.0,10.0,10.0,10.0,40.0,3.0,25.0,8.0,13.0,11.0,8.0,9.0,10.0,6.0,7.0
280,1,25.0,Biology,10.0,2.0,2.0,1.0,3.0,6.0,2.0,Scientist,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,25.0,20.0,30.0,15.0,5.0,5.0,20.0,10.0,30.0,15.0,15.0,10.0,5.0,9.0,8.0,5.0,6.0
281,1,27.0,Sociology,3.0,2.0,2.0,5.0,6.0,5.0,5.0,research,2.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,20.0,20.0,20.0,15.0,5.0,20.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,8.0,8.0,6.0,5.0
282,1,23.0,Electrical Engineering,5.0,1.0,1.0,1.0,1.0,4.0,3.0,enterpreneur,7.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,25.0,15.0,20.0,20.0,10.0,10.0,25.0,15.0,20.0,10.0,20.0,10.0,7.0,9.0,7.0,9.0,10.0
283,1,27.0,Electrical Engg.,5.0,4.0,1.0,1.0,1.0,4.0,2.0,Industry CTO/CEO,7.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
284,1,27.0,Business School,8.0,2.0,1.0,5.0,1.0,5.0,2.0,Film/Television,6.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,25.0,20.0,25.0,20.0,10.0,0.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,6.0,8.0,7.0,7.0
285,1,24.0,engineering,5.0,6.0,1.0,1.0,4.0,6.0,6.0,finance or engineering,7.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,25.0,25.0,5.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,10.0,8.0
286,1,22.0,Mathematics,2.0,2.0,4.0,7.0,1.0,6.0,3.0,professor,2.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,10.0,15.0,25.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,20.0,15.0,3.0,6.0,7.0,6.0,7.0
287,1,22.0,International Politics,13.0,4.0,1.0,1.0,1.0,7.0,3.0,Writing,6.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,35.0,40.0,5.0,5.0,7.0,8.0,18.0,20.0,10.0,25.0,7.0,20.0,7.0,10.0,7.0,5.0,10.0
288,1,27.0,Sociology,3.0,2.0,3.0,5.0,1.0,6.0,3.0,professor,2.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,20.0,20.0,15.0,25.0,10.0,10.0,30.0,20.0,5.0,25.0,10.0,10.0,5.0,8.0,8.0,7.0,7.0
289,1,28.0,MBA / Master of International Affairs (SIPA),8.0,4.0,1.0,2.0,1.0,4.0,1.0,Venture Capital/Consulting/Government,7.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,20.0,30.0,10.0,20.0,0.0,20.0,30.0,20.0,15.0,15.0,20.0,0.0,4.0,9.0,8.0,10.0,8.0
290,1,34.0,genetics,10.0,2.0,2.0,6.0,2.0,5.0,2.0,research,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,30.0,10.0,30.0,10.0,5.0,15.0,15.0,5.0,20.0,30.0,25.0,5.0,5.0,4.0,10.0,5.0,9.0
291,1,27.0,medicine and biochemistry,10.0,4.0,5.0,5.0,1.0,3.0,2.0,doctor and entrepreneur,4.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,20.0,20.0,15.0,15.0,12.0,18.0,30.0,15.0,20.0,20.0,5.0,10.0,6.0,9.0,9.0,7.0,9.0
292,1,28.0,International Affairs,13.0,1.0,7.0,1.0,1.0,2.0,1.0,Int'l Business,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,20.0,18.0,20.0,17.0,10.0,15.0,10.0,21.0,22.0,15.0,15.0,17.0,8.0,10.0,10.0,8.0,10.0
293,1,28.0,Business (MBA),8.0,3.0,3.0,7.0,2.0,5.0,2.0,Pharmaceuticals/Consulting,7.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,23.0,18.0,21.0,18.0,10.0,10.0,15.0,25.0,20.0,15.0,15.0,10.0,7.0,10.0,9.0,9.0,9.0
294,0,30.0,Social Studies Education,9.0,4.0,1.0,1.0,1.0,6.0,2.0,Secondary Education Teacher,2.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0,20.0,20.0,35.0,5.0,10.0,10.0,35.0,20.0,10.0,20.0,10.0,5.0,9.0,10.0,9.0,7.0,7.0
295,0,30.0,MA Teaching Social Studies,9.0,2.0,5.0,7.0,2.0,6.0,1.0,High School Social Studies Teacher,2.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,10.0,18.0,20.0,16.0,16.0,20.0,22.0,20.0,14.0,18.0,8.0,18.0,7.0,10.0,8.0,8.0,8.0
296,0,28.0,Education Policy,9.0,2.0,10.0,10.0,1.0,4.0,2.0,Education Policy Analyst,2.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,15.0,20.0,35.0,15.0,5.0,10.0,50.0,0.0,10.0,30.0,0.0,10.0,8.0,9.0,10.0,6.0,9.0
